ZIP Code,Your comment
40205,I think the statues and monuments should be left alone.I'm no fan of the confederacy but I don't see how this stops.if we remove or alter something every time someone's offended what will be left.is the removal of these statues only to pacify the offended?what happens when another group of people gets upset about something.tear it down?thats why we have a mayor havevthge guts to make a decision
40204,"Stop Destroying America's Historical Monuments! Give them an inch and they will take a mile. Next they will come after every white fore-father of our country. Then the book burning, and re-writing of history will begin. Don't capitulate to these people who are offended by anything and everything! What are you planning to replace the statues with? Let me guess; MLK, MalcomX, Barack Obama? You do not learn from the mistakes of the past, by destroying and rewriting it. These are works of art, some of which are 100 years old or older. They were part of America's reconstruction, and are there to remind us of our past, both the good and the bad."
40206,I can't stop thinking about seeing the confederate general castleman being removed and having him replaced him with a fearless black girl on the same horse commissioned by an artist. Thank you for considering this idea!
40217,I am for preserving our country's history and heritage....I am against the systematic destruction of our statues as the liberals who want to destroy our country will not be satisfied until they have destroyed every thing that is American....Their real aim is to replace our constitution with a socialist form of government according to Agenda 2030....Our city Mayors are being strong-armd and bribed to accept the new rules of the Agenda 2030....which is the secret destruction of all nationalism....The destruction of the sovereignty of all nations as to usher in a one world government under the umbrella of the United Nations and it's Agenda 2030....
40207,Please keep all of our remaining historical status standing. Please DO NOT REMOVE OUR HISTORY.  Thank you.
40272,"I am for the preservation of all monuments and heritage from Kentuckys glorious and yes sometimes combative past. Please restore, preserve, and protect our history."
40291,"
Re: Statue Removal, potential, although Mayor Fischer appears to have capitulated to a select group who want them taken down

To Whom It May Concern:

First, let me start in the past: Samuel Johnson, who wrote the first dictionary, in 1755 AD,  and without whom we would likely not have the subsequent Oxford English Dictionary, and, I might add, most of our American law and its interpretation, defines History as:

1. A narration of facts delivered with dignity
2. Narration, relation
3. The knowledge of facts and events 

Why do I start here? Because in order to settle a question of 'what something means,' in its most basic sense, we are forced to look back to the most original definition of the word, its precedent. 

It is to the original dictionary of Samuel Johnson that law courts often turn when seeking a word or phrase's actual meaning.



Johnson then defines Historify:

1. To relate, to record in history

as well as History Piece:

1. A picture representing some memorable event
(I refrain from giving examples of the word usage both here and following, as that could be deemed presumptuous.)

The Oxford English Dictionary, also originally published in 1755 AD, worked on by Johnson as well as others, defines Histororical/Historick as:
1. Containing or giving an account of facts and events (sound familiar?)
2. Suitable or pertaining to history or narrative

and History as:
1. A narration of events and facts delivered with dignity
2. Narration, relation
3. The knowledge of facts and events

This gives us a clear basis as to what constitutes history, in actuality and in reality, as opposed to, say, what constitutes fairy tales. (I do not think I need to beleaguer you with examples of these here, both ancient and modern, as that, too, might be considered presumptuous.) Nowhere in the definition of the word History do the modifiers convenient or appease appear, in any form.

Throughout history, typical narration or relating of events has ranged from the written (recent, in terms of centuries, since we are speaking of the long view here and not the short-sighted one), and oral/spoken tradition, (ancient), such as the Bards of Ireland who were both Keepers of the Law and Tradition, as well as Poets. In fact, they were considered so vitally important that they had access to king's chambers (bed). Additionally, in Ireland were you to insult a Poet, you would be severely punished, as one King found out to his dismay. He lost his crown. To this day, Ireland reveres Poets and those who keep the tradition of oral history alive. 

This, Irish history, is also part of our American tradition, part of our history, but I note you have no monuments to the Irish slaves and indentured servants who came to this country to build canals, and work in coal mines, harbors, houses of land and robber barons and the like. 

Nor do I see any monuments to the Irish men, women and children who lost their lives in the fire set by those in Louisville, Kentucky who despised the rabbly Hibernians. There is a historical marker, a tiny plaque, somewhere on Main Street,  marking Bloody Monday,  August 1855 AD. I still remember when Palm Beach, Florida and other esteemed locations carried signs in their windows marked: NINA, No Irish Need Apply.

Do you have a statue to commemorate these prejudices, slights and deaths? I didn't think so.

Additionally, since we are dealing with prejudice, Louisville used to be a malaraial swamp. In fact, it had two homeopathic hospitals just for malaria alone. Do you have statues for those? No, I would guess not, that's just way too controversial to have in Hospital-ville, heaven forfend you expose the hypocrisy of truth. But Muhammad Ali/Casius Clay, a draft dodger, has a whole building, a whole street, and all kinds of monuments erected to him.

Ali made no secret of his hatred and contempt for white people as a whole.  And you immortalize him, just because he used to live here.

But I digress. You are considering removal of our history, period. What do you intend to replace this with? This smells very much like the Russian communist manifesto of the 1950s, as well as Berlin, Germany, in 1937.

You are considering this removal based on the squeaky wheels and complaints of a number of people, both people of color and people of no-color, you know, Pinkies, (also known as guilt-ridden whites), and the only thing these people as a whole have done is present you with one thing: an emotional, histrionic argument aimed towards revisionist teaching and display. 

Should you capitulate to this kind of revisionist thinking and argument of emotional appeal, you will be not only destroying our past, our history, but you will doom future generations--my grandchildren and great-grandchildren, and yours--to repeating it. Why? Because they, along with countless others, will not know their culture, their background, their history--in other words, they will not have the long view but only the NOW picture--and will be forced to repeat these very costly mistakes. Is this what you would do? Do you really want to lose your progeny to more wars? 

Do you really want to foment more unrest, like that in Charlottesville, Virginia, where mayor Mike Signer and Gov McAulliffe decided citizen/LEO hits were preferable to a budget hit? Is this what you would do? Reduce human life to a dollar value?  

What good then, is art? Does history not teach us to learn from our mistakes? Would you promulgate such an approach, and jeopardize future generations to satisfy the granite-lust and metal-lust and ""survivor guilt"" of those clamoring for statues to be removed?

Are these statues diseased? Are they rotten? Would you tell Rodin that? And Bartholdi--would you pull down Lady Liberty? Or how about  the descendants of Fred Olmstead--would you say, ""Sorry, this park sucks now, these people say so, we are mowing it down. You are tough out of luck."" Is that how you would treat our glorious parks? Tear them down because they do not meet certain people's expectations of what is politically correct and/or valid? And where does it stop? Do you comb every city, county and municipal building, looking for any art deemed offensive by any bleating, clamoring group? Do you shutter the Pendennis Club because of its segregated past? How about dismantling the Democratic Party since they sponsored the KKK? Why not shutter every school? Rename the streets? There is the rule of the greatest good for the greatest number of people, and then there is mob rule. Mobs rule and sway by emotion, last time I checked. I think you can reference Pontius Pilate for the most famous example in Western history.

You see, you are the last vanguard: not only do you preserve history by keeping these statues, though they may make some groups uncomfortable, you also allow people to learn. 

To fall prey to the theatrics of the ""barbarians at the gate"" who would have you destroy our heritage says only two things: Art does not count, whether modern or ancient, and, by extension, History doesn't count. 

And you rest on a very slippery slope: should you accommodate such passions, you will only regret the lack of reason you should rightly display in the face of emotional demands. For once you start down that path, there is no return. You give in, they own you, in street terms. 

In other words, you won't learn from your mistakes.

We are a nation of law. Law is based on precedent. Precedent is what came ""before""--in other words, history. History is built brick by brick, blood drop by blood drop, in an accumulation of effort, for generations and for centuries. These statues convey that, inform us of that, and logic says they stay.

I expect this letter to be made part of the official public record.

Very truly yours,
 
Irene Mosvold"
40204,"I am in full support of removing all statues that are monuments to the Confederacy. I am in full support of removing statues that celebrate people who worked against our country in order to subjugate other human beings & to profit from denying rights, liberty, & safety to other human beings. I am a person who lives around the corner from the Cherokee Triangle's Castleman statue, who lives on what was, at one point, most certainly Castleman land, & I am also in complete & full support of the neighborhood &/or city removing the Castleman statue from our public property. The time for romanticizing our flawed history is gone. It is time now to look at the past with honesty & move forward together, making our country—its history & its future—into a country for all of us."
40219,EVERY STATE RESIDENT (CITIZEN) SHOULD HAVE A VOTE ON WHAT IS MOVED OR REMOVED.
40272,"It's history. Leave it alone. Lock up people that vandalize our property. A country that has no past has o future. Should we rid ourselves of reminders of Hitler and the mistakes that the Germans made ? Think more of what this great country has got for our future and less about minority groups like Natzies , Skin Heads, and Black Lives Matter. These hate groups have a right to free speech but don't have the right to interrupt our lives with ""any"" destruction of the common good people that live in our community. I will protect my family and country."
40206-1414,"Even if the statues really are only a matter of ""preserving heritage"", it is clearly only honoring one group. It does nothing to celebrate the heritage of oppression and servitude of African-Americans.  If it celebrates states rights then states rights to do what, enslave and denigrate?  That seems in-American. "
40206,"If a monument honors someone for actions they took to improve the community post Civil War and they are being honored for these acts rather than for their role as a member of the Confederacy, this should be a factor to consider in possibly allowing the monument to remain in public view.  If General Castleman's monument is honoring him for his role in promoting Louisville's public park system rather than for his role in the Civil War this should be part of our conversation.

On the other hand, if a monument is honoring someone solely for their role in supporting the Confederacy and the Civil War,  the monument should be removed to an educational setting or museum.  IF any of these monuments are allowed to stay in public view a very prominent plaque should be displayed alongside explaining the historical context of the Civil War and that Louisville and KY had divided sentiments during that period.  However, the message should be abundantly clear that these persons treasonous acts of succession and the misery and death they created in  our country represented the darkest time for our country, state and city."
40217,"As Mitch Landrieu, mayor of New Orleans, said in his speech about their removal of Confederate monuments: ""There is a difference between remembrance of history and reverence of it"" (https://www.nytimes.com/2017/05/23/opinion/mitch-landrieus-speech-transcript.html?smid=fb-share). I firmly believe that what we choose to revere in turn reveals what it is we value, and I believe that the Louisville community rejects bigotry, racism, and anything that seeks to honor our city's history of enslavement. I know that I personally believe that the glorification of bigotry, racism, and slavery is wrong, and I hope Louisville is a city brave enough to face the problems of that legacy. As mayor, I ask you to take a stand and reject and remove any public art that seeks to glorify bigotry, racism, and/or slavery.

At the dedication ceremony for the National Museum of African American History & Culture, George W. Bush said, “A great nation does not hide its history. It faces its flaws and corrects them.” Let Louisville follow suit, facing its flaws and correcting them. We must use a better and more complete understanding of history to heal from the grave mistakes of our past and strive toward a more just society that is equally inclusive of all our Louisville neighbors.



"
40207,"I am in favor of removing the Castleman statue. Castleman fought for the Confederacy and segregated Cherokee Park, and he doesn't deserve to be honored in our city with a statue any longer. Please take it down. "
40217,"As Mitch Landrieu, mayor of New Orleans, said in his speech about their removal of Confederate monuments: ""There is a difference between remembrance of history and reverence of it"" (https://www.nytimes.com/2017/05/23/opinion/mitch-landrieus-speech-transcript.html?smid=fb-share). I firmly believe that what we choose to revere in turn reveals what it is we value, and I believe that the Louisville community rejects bigotry, racism, and anything that seeks to honor our city's history of enslavement. I know that I personally believe that the glorification of bigotry, racism, and slavery is wrong, and I hope Louisville is a city brave enough to face the problems of that legacy. As mayor, I ask you to take a stand and reject and remove any public art that seeks to glorify bigotry, racism, and/or slavery.
At the dedication ceremony for the National Museum of African American History & Culture, George W. Bush said, “A great nation does not hide its history. It faces its flaws and corrects them.” Let Louisville follow suit, facing its flaws and correcting them. We must use a better and more complete understanding of history to heal from the grave mistakes of our past and strive toward a more just society that is equally inclusive of all our Louisville neighbors."
40205,"I am in favor of removing the Castleman statue on Cherokee road. As a resident of the neighborhood where the statue is located, I do not believe this statue represents our values and ideals. "
40216,"I do not support removal of these statues and monuments. I will, however, support removal of any public officials who  votes to remove these statues and monuments."
40208,"As someone who spent the overwhelming majority of my adult life living in the Highlands, I am highly distressed at the idea that the statue of General John B. Castleman should be removed as a Confederate statue, because it is not such a statue.  If it celebrated his early military history in the Confederate army (in which of course a great many other Kentuckians also served), he would be portrayed wearing a Confederate uniform and carrying a weapon or two.  Nor does it celebrate his later military legacy in the Spanish-American War, his service as governor of Puerto Rico, or any other military involvement.  No, the statue shows the man in a very civilian suit - if it is the uniform of anything, it is the uniform of a Saddlebred horse rider, and celebrates him as an accomplished horseman whose history involves the founding of the American Saddlebred Horse Association.  Perhaps the marker could be re-worded to reflect his history in a more broad summation of his life's accomplishments post-Confederacy.  If it is determined that the statue has to come down, I am hopeful that the ASHA would help find a suitable place for it.  

As for a statue that is probably more worthy of removal, I would recommend the statue of Judge George Prentice, which sits in front of the Louisville Free Public Library.  As editor of the Louisville Daily Journal, precursor to the Courier-Journal, his editorials inflamed anti-immigrant sentiment and religious intolerance of the readership, and was decidedly a factor in the ""Bloody Monday"" riot of 1855.

That said, I very much fear that the ""art"" component is being disregarded in the discussion of ""public art.""  Sculpture is a meticulous and demanding art form, and whether or not one cares for the symbolism, one should be able to appreciate the craftsmanship and artistry involved in its creation.  Perhaps a historical sculpture garden could be established so that monuments deemed offensive could be moved before they are toppled by senseless mob vandalism; only people who wanted to see the sculptures would go, and it could serve as a teaching tool for students and history buffs of all ages.

Thank you for allowing this discussion."
47130,I do not currenrly live in Louisville but gre up there and fully support keeping all current monuments intact for the sake of preserving history 
40205,"What a shame that this has become an issue due to the recent events and the media hype.  That statue has been in  place for many years and is beautiful.  Life is full of two sided stories, both good and bad as we see in war. Who is to say that either side is right or wrong. It is my strong opinion to leave the statue alone.  People can choose to like what is stands for, good or bad.  It is still a beautiful work of art."
40299,"Leave them alone, they are part of our history that should not be removed.  Instead of hiding them why don't you put your resources in educating people on OUR/THEIR history and how the USA became the freest nation in the world! "
40206,"Please remove all pieces that can be interpreted to be honoring bigotry, racism and/or slavery. Thank you. "
40272,I have just cried over this
40204,"With respect specifically to the statue of General John Castleman: I believe that if this statue was of Castleman in Confederate uniform, removing it might be a valid consideration. But he is not in Military garb. He was a civic leader. The statue should remain. I find the statue of George D. Prentice in front of library much more questionable. Yet strangely, no one seems to have a problem with the man who instigated violence against the Catholic community (for which no one was brought to justice or prosecuted by our leaders.)

History is not black and white. No individual is perfect. 

Some will mention that Castleman was a Confederate and that he was for segregation. While that is true, it's also true that segregation (in housing) was the law in Louisville in the early 1900's. While that is unfortunate, as is the fact that the city was once a major center for slave trade, that is our history. The leaders of our city supported that viewpoint at the time just as they supported the urban renewal which destroyed the Russell neighborhood in the 1960s. Where does this cleansing of history end? So do we have a purity test for every monument, street name etc? 

Must we only honor perfect people or people that have offended no one? Are we going to change the name of Jefferson County next because Jefferson owned and abused slaves? 

Leave the Castleman statue alone."
40203,"I believe that it would greatly benefit our city and our community by removing all public works honoring those that supported the confederacy, fought for segregation, and/or made hateful, demeaning remarks about women and people of color. These are not people that deserve to be honored publicly in our great diverse city. "
40217,
40205,"I grew up just a couple blocks from Cherokee Park and the statue has always been there. This is the first time, that I can remember, there has been this much interest in taking the statue down. It's a common theme across the country sparked by the events in Charlottesviile, VA. I understand that phenomenon, and I think it's a good thing. We all must firmly agree that there is no place in this country for hate and violence towards anyone. It is good vs. evil, and good must prevail. My first thought was leave the statue right where it is. That piece of art, that symbol, does not really mean that much to me other than it has always been apart of the Cherokee Triangle. Cherokee Triangle would seem empty with out it. Without any overlay of historical context, the statue is a bronze sculpture. Add in historical context, and it becomes a sculpture of a Confederate officer who decided to fight for the Confederate Army, in a Civil War that was, in fact, above all else, fought over the right to keep slaves as property or to make them equal and free citizens of the United States. The civil war is the darkest era in the history of this country and that statue can be a reminder of that. Many people view that symbol differently and maybe the statue has evolved to be a symbol of Southern pride, or a symbol of Cherokee Triangle pride. Regardless, it has evolved once again to symbolize evil for so many over the past week because of evil people that are using these old symbols as symbols for their hate and malice towards other races and ethnic groups. Anyone offended by the symbolism of that statue has a right to contest its existence. They may be reminded of hate and malice every time they see it. I do understand how those emotions can be derived. I'm not angry at a statue though. I am angry at hateful people who base their prejudices on race, ethnic affiliation, or sexual orientation. I think there is value in the statue being a reminder of our nation's dark history. I can look at the statue and be reminded of that history, but I do not necessarily feel its dark history. I can also say there is value in removing the statue because for some, the removal would symbolize that Americans will not stand for hate. Whether the symbol stays or goes is not up to me. To me, the statue symbolizes a time in this country's past where Americans came together and defeated evil. It's not often that the losers get to convey that message, but this statue does. I believe it should stay.   "
40218,"Public art is a great thing,....except when it portrays bigotry, racism, or slavery or those who supported or participated in those things.  They should ALL go, in favor of public art that inspires the best in everyone!"
40505,"I cannot understand how and why our nation has so many monuments that honor and celebrate the Confederate Army and leadership.  Probably my lack of knowing of full context of post civil war sentiments and what it might have taken to heal and bring the country back together following the civil war.  In today's context I can certainly see how African Americans would be offended by these monuments, which honors people that fought to keep them enslaved.  Such esteem to those that fought to keep slavery bothers me a lot, so I can't imagine what our African American fellow citizens must feel like having these boastful monuments in prominent places throughout the south, as well as many places across the U.S. 

Following the war the Confederates we're forgiven as the nation came back together.  Some Confederates  even served for the U.S. military and some likely made great contributions to their communities and to our country reunited.  If we can find honor in these post civil war contributions, then let's show this in the plagues that go with their statues and let them remain in place."
40217,"Any statue honoring someone who is known primarily as a confederate/slave owner should go. This is intimidating to our citizens and only reaffirms the power of white people in our community. If we are truly interested and invested in parity, we should make the removal of the statues a priority."
40206,"I am not a person of color, but I'm very concerned about what art we use to decorate our city. Our monuments and our murals tell a story of who we are, and my Louisville doesn't glorify oppression. This is more than just someone being offended about a statue. This is about whether we are ready to acknowledge the sins of our father or continue to lie to ourselves in an effort to save our pride. We, as people of privilege who have the ability to make change, owe it to our brothers and sisters in Louisville to make the right decision and stop tolerating ignorance. This is a moment where we can show leadership in racial relations. Let's replace art with hope, and move towards a future together, regardless of race."
,"Cattleman fought for the Confederacy and segregated Cherokee park. He does not deserve to be honored. I urge you to remove his statute, along with all Confederate statues/art in the city!"
40206,"To Whom This May Concern,

As a life long resident of Kentucky, I am very much in support of the removal and relocation of public art that honors bigotry, racism, and/or slavery. For too long these Confederate monuments and statues have cast a dark shadow over Kentucky's citizens. The ghosts of Castleman and Jefferson Davis serve as oppressive reminders to marginalized groups that although America won the war, the confederate ideals of racism, bigotry, and division will remain forever.

Many in opposition state that it is a ""preservation of heritage"" and a ""reminder"" of mistakes past. However, take a look at Germany to see how they ""remind"" themselves of their mistakes of WWII. You don't see statues of fallen SS soldiers/generals but rather memorials of the millions of innocent lives that were taken by the nazi regime. Rather than erect statues of Castleman, we should erect a memorial in his stead of all the thousands of union soldiers that fought to protect our most inalienable rights as American citizens or a memorial for all the slaves he possessed and stripped of their humanity. We don't need reminders that slavery happened (thanks public education!). Rather, we need to uplift our city by erecting symbols of love, peace, and unity. 

Moreover, this ""preservation of heritage"" is a glorification of the confederate ideals who by definition are enemies of the state. If you look at the dates these statues were erected, you will see that they occurred during early 1900's as white supremacy re-surged in modern American society. Confederate monuments and memorials began popping up across the nation (mostly in the south), funded by white supremacist groups. These statues serve as reminder to marginalized groups that they are second class citizens and will never be equal to the white race. That level of fear conditioning is paramount and has very real consequences on an individual's mental health. A couple examples include increased sense of helplessness and hopelessness as well as being more likely to engage in self-medicating behaviors such as drug use.

Having obtained my Master's of Science degree in Clinical Psychology from the University of South Carolina and worked with abused and neglected children my entire career, I have seen first hand the damaging psychological effects that trauma has on the mind, body, and soul. These symbols of the confederacy must stop being glorified in our neighborhoods, parks, and legislative buildings where they will contribute to the continued systematic oppression of ethnic groups as well as embolden extremists.   

I implore the Louisville Commission of Public Art to tear down these monuments of hate. We cannot allow the mistakes of our past to further condition our brothers and sisters to believe that they are less than human. For we are not rewriting the past by removing such bigotry, but empowering future generations to stand up to racism. 

Sincerely,

Christina R. Miller"
40243,"Accordingly, my family trust will embolden a $100,000,000 pledge to fight GREG's leftist agenda.

Future planning to debunk his reelection will begin early.

J"
40241,This is disgraceful. This so disrespectful to the descendants of the people who are honored. Who has the right to determine the validity of art. Just because someone or a group thinks works of art such as statues are racist.  The people who are represented by these statutes were courageous people.  They took a stand. Why are people today trying to say that is wrong.  We all take a stand on things.  That is what I am doing. 
40272,History is just that..history.  It can't be earsed & symbols of its existence shouldn't be removed either.  
,"I think ignorant people have way too much time on their hands.  The art should be collected and put in a museum for those who appreciate history can appreciate it. Racism is, unfortunately, still very much alive.  Slavery, like it or not, IS a part of our history.  The operative word being ""history"".  It is in the past and because ancestors might have partook in slavery, doesn't mean that it should be constantly brought up and people made to pay for the mistakes of our ancestors.  Racism and bigotry is nothing more than hate passed down from one generation to another and present day parents need to stop it NOW.  Stop blaming others for our own shortcomings, inadequacies or the fact that not all of us were born with a silver spoon in our mouths.  We are responsible for our own feelings.  It is high time ignorant, small minded people take responsibility for their own actions and stop pushing their hatred and beliefs onto others."
40217,The Castleman statue in Cherokee Triangle should not be removed. I feel so strongly about that that to remove it is a vote against the Mayor of louisville. He should be replaced.
42701,"The current frenzy over removing statues of Confederate soldiers is not acceptable. People seem to conveniently forget that blacks for both the North and the South. Would condone the removal of the Washington monument or the Jefferson Memorial?  I certainly hope not. Please carefully consider how your possible actions to remove these statues carefully. Remember the old adage that says: ""Those who ignore history are doomed to repeat it.""  I trust that you and yours do not want another civil war!"
40204,Its a work of art. You cant erase history. The Castleman statue should not be removed.  The mayor will never have my vote again if it is removed.
40245,"Are you folks nuts or what. If you persist in this foolishness then Jefferson county must also be re-named, perhaps Sharpton county Kentucky"
,"Please remove any Confederate statues. We should not honor these traitors in defense of slavery. These items are better left to museums where they can be properly contextualized. Let's replace Confederate statues with works by contemporary artists. I want to see artworks that move people in the public square, not artworks that remind people of oppression."
40108,"Leave the statues alone!  How does this help teach our kids about history.  These groups want to destroy a part of history that without reminders of past sins can be repeated.  They think they can damage and bully to get their way.  Not everything about these men were bad.  Just like most they were complicated.  In ther cities people have destroyed a Lincoln bust. This is how stupid it has became.   They don't know a thing about these men.  Leave these monuments.  Focus on crime. 

"
40205,My thinking is that streets and institutions identified by names repugnant to the civil rights movement should be changed.
40213,"I think that art should be left alone. If you start bowing to one group, then you will have to bow down to others. Before you know it we will not have any art. That goes for anything really. Everything offends someone. If someone does not like something they don't have to look at it. Just like if they don't like a movie or tv show. Just don't watch it. If you the mayor and the council start taking sides on this stuff you are going to lose the votes of the other side. You can stop the supposed race issues by being neutral. And I don't know if you noticed this. While watching the news about the Castleman statue I saw ONE black person. The rest were white. I think the people in the West end are more worried about having better lives than a statue somewhere that they don't even go. And while I am at it. How about supporting the Police Chief instead of attacking him! He has very little help from the council."
40245,Leave the statue alone- focus on the crime and drugs in Louisville.  If the statue offends you- you have an option-DONT GO TO THE PARK
40242,"I say take them All down. In their place  add a plaque that explains the history of what was there, why it is being taken down  & why it was historically incorrect!"
47404,"I grew up in Louisville.  Both sides of my family were German immigrants who came to Louisville in the late 1880's.  I never comment on political controversies, but I feel compelled to offer my voice concerning the statue of John Breckinridge Castleman on his American Saddlebred horse Cherokee Triangle.  My father and grandfather grew up in the Highlands and used to take me to the fair there every year.  I used to like to see the ""horse statue"" because I was a horse-crazy little girl.  My grandfather and father indulged me and for me that area is special.  It holds an importance of place for me -- a touchstone to my childhood if you will.  I was saddened to see the images of it covered in orange paint.  It felt very personal for some reason I can't explain.  I hope a community dialogue will take place where all sides can voice their opinions respectfully without being labeled a racist nazi or a radical anarchist.  I am a democrat and believe in social justice, but I do hope the statue is not relocated.  That area would never be the same for me and lose something that made it unique.  Thank you."
40299,"You've been taking notes from the Taliban I see, these are not monuments to racism, or hate.  They honor brave men who fought and many who died for their beliefs.  They were soldiers, and some were great men who did much more than fight in a war between the states.  They have survived in some cases for over 5 generations.  What gives anyone the right to think that they should remove or destroy them.  Remember your choice when they come to remove the monuments that you hold dear.  "
40204,"It's time to remove the Castleman monument.

Monuments that honor the Confederacy and those that fought to preserve it also honor the way of life that the Confederacy stood for. They honor slavery and racism.

Confederate soldiers fought to destroy the ""indivisible"" union. To preserve slavery. Why in the world would we want to honor them?

Take down the Castleman monument and replace it with a true Louisville hero: Muhammad Ali!"
40205,"Opinion's are like butt holes everybody has one. That being said, just because something offends you does not give you the right to force your view on me. As to me as well. If you say a statue offends you and that is should be taken down, and I say it offends me that you want to take it down. How does your view trump mine?  Guess what it does not. This country needs to stop wearing their feelings on their sleeves. Nobody cared about them until a bunch of racists on both sides of the point had a fight.  2 weeks ago the problem was Russia,  do we hear anything about them now? No. So to make a long story short, leave all the stuff where it is at and learn from the past.  If we do not learn from the past we will end up repeating it.  "
40204,"I am concerned we will lose a historical context from which to learn from our past errors if we destroy monuments.
We will rob future citizens of the opportunity to learn about and from our past.  
Read the statements put out by the National Park service about the purpose of keeping monuments.
Perhaps if there are monuments that gratuitously glorify slavery and hatred then MAYBE relocate them but even then be very, very careful in making such a decision for the above stated reasons.
Wouldn't it be better to rewrite the plagues that accompany monuments?"
40204,"I am writing in support of keeping the Castleman statue. Images and symbols fall under the protection of the First Amendment, which is why some flags are protected and even pornography (minus child pornography). Porn is degrading to both sexes, as is racism, which is even worse, but I still uphold the First Amendment. If we chip away at that, we can potentially chip away at anything. The statue descends into a very dark part of America's past that we should be ashamed of; even though Castleman is in civilian clothing, he is symbolic of racism. However, if we get rid of the statue, what will be next? Rename Washington D.C. because George Washington held slaves? Rename so much more? Remove or vandalize Castleman's gravestone or even graves of Confederate soldiers? Would we go so far as to dishonor the dead and their descendents? What precedent would this set? Would a return to book burning be next? If images are in danger, so too are words. Who decides what is sacrificed to the pile? If the statue is removed , it is the ultimate visual of hate, with little regard to residents in the Highlands and others, even if its intent is to counter that. I don't want to live in a city that slashes historical art and the beautiful things we have left. Some have said just leave the horse, but without it being a particular horse and a talented one (esp. in Derby territory), that would be just silly, especially to tourists. Why can't my dog make the cut? Or my goat? Why can't we preserve the statue but erect another sign explaining why and that we as a city don't endorse what it's connected with but want to use it as a learning tool, discussing its negative implications and historical context? Why must we destroy? I hope we can all ponder the question: If this is removed, what will be next? "
40223,"Erect a statue of Frederick Douglass, former slave and abolitionist. He did not believe in dividing people by race. "
40258,"Stop. Do not remove. Louisville is turning into the city of,"" suck "". Louisville is starting to suck. "
40203,"Regarding the John B. Castleman monument in Cherokee Triangle: This work is not honoring him for his having been a part of the confederacy. This is a much beloved landmark in the area, loved by me as a child and loved by my children today. The condemnation of this statue by a small number of people should not demand it's removal. This is not a monument in any way to the confederacy! His work with the Louisville parks system, his work with the unified US army after civil war, and even his work with horses far outweigh his short work with the confederacy. I fully support the removal of ALL monuments to the confederacy but the Castleman statue IS NOT SUCH A WORK. 
PLEASE DO NOT take this wonderful work of public art away!"
40243,"Any decisions to remove any public art, statutes, memorials should be put on the ballot. Do not make our decisions for us.  Loud does not mean right. Rational thought and process should be the way.  Let us vote on it."
40242,The Castleman statue is not a Confederate military monument but a tribute to a man who was very influential in the development of Louisville. If the statue is removed where does it stop? Exhuming the Confederate dead in Cave Hill and removing the Thomas Jefferson statue from the front of Metro Hall?  The man was a product of his time and though we may not agree with some of his views it is dangerous to attempt to expunge history.
40203,"I am in favor of removing confederate statues and monuments in Louisville area.  Our mayor has called for the community to meet one another with understanding, empathy and acceptance. Removal of confederate monuments will be a step towards demonstrating these ideals. Please remove these statues and monuments, let's meet this issue with compassion. "
40220,"Removal of historical statues, monuments, and markers won't change attitudes and it won't change history. Are we going to start removing cemetery markers, closing historical homes, and other public/private art that doesn't appeal to every individual? Remembering history is what prevents us from making the same mistakes over and over again. Catering to small groups making noise isn't the answer. Personally, the statute of David in front of 21C offends me, but I'm not calling for it's removal. My protest is in not supporting the business that host the statue."
40202,"I recommend a case by case approach and not a categorical approach.  I ask first and fore most what is the person or group being honored FOR.  Is the person or group being honored primarily for treason, slavery or racism or something evil, or is the person or group being honored for something good, DESPITE not because of some other evil in their past.  Is the person or group shown in Confederate military uniform with or without weapons, does the person or group have significant ties to Louisville or even Kentucky, what are the views of the surviving family members if any, is the site a grave or burial site, was the site a battlefield during the Civil War or have some other great significance to the Civil War, would additional signage or information at site be helpful, are hate groups using the art to support or promote hate, if the art is to be moved - to where from where, would it advance knowledge and understanding if the art was placed in a museum along with similar art that provides a better balance or context of events, how do minority groups view the art and so on.  I use a multi-factor approach but at the end of the day the main question I always ask and try to answer is what primarily is the person or group being honored FOR.  Is evil being primarily honored, or is something good being primarily honored, DESPITE not because of some evil in that person's or group's past.  "
40220,"Mayor Fisher,

Your first term in office, you remained pretty moderate and did a good job. It seems lately that you are starting to go to the extreme left and not representing everyone. It seems like this administrationis trying to do what ever is done in Lexington. Louisville should not be following Lexington. I feel that  The Louisville Commission on Public Art is just another over reach of government. Government needs to stick to Public Safety, fixing the roads (which are not so great) and picking up the garbage.  There is plenty of public art in this town that offends me, but that is my problem, not everyone else's. Government needs to quit bowing down to the small amount of people that are making the most noise. Thank you for your consideration"
40205,"Moving the Castleman statue would be the political equivalent of what the German theologian Dietrich Bonhoeffer once described as cheap grace. It would be an easy, costless way to feel good about ourselves by diminishing our collective memory of a man who committed the cardinal sin of failing to live by twenty-first century values. If we removed the statues of every president who did something to promote and perpetuate slavery or racial segregation, how many would be left? Will American society really be more enlightened if we forget all these people who came before us?"
